id_reclamo,fecha_reclamo,cliente_id,canal,producto,motivo,estado,tiempo_resolucion_horas,monto_reembolso,nps
640,2026-04-11,2393,Oficina,Móvil,Cancelación de servicio,En proceso,4,8.75,3
641,2026-04-22,4166,WhatsApp,TV,Producto incorrecto,Resuelto,98,105.03,9
642,2026-03-27,2921,Oficina,TV,Problema técnico,En proceso,119,65.53,6
643,2026-01-22,2425,App,Internet,Producto incorrecto,En proceso,31,44.27,4
644,2026-03-08,1415,Call Center,Paquete Triple,Producto incorrecto,Resuelto,115,107.32,8
645,2026-04-30,1052,Oficina,Internet,Problema técnico,Resuelto,109,181.86,6
646,2026-01-14,2712,Web,Internet,Error de facturación,En proceso,93,176.98,10
647,2026-01-16,2658,WhatsApp,Paquete Triple,Producto defectuoso,Pendiente,39,34.05,6
648,2026-03-24,2456,App,Telefonía,Producto incorrecto,Pendiente,20,124.02,0
649,2026-01-29,2859,App,Telefonía,Problema técnico,Pendiente,98,106.07,10
650,2026-03-22,3049,Web,Internet,Error de facturación,En proceso,63,146.33,1
651,2026-03-16,1398,Call Center,Telefonía,Producto defectuoso,Pendiente,94,12.52,0
652,2026-01-04,1190,WhatsApp,Telefonía,Problema técnico,Pendiente,92,5.85,3
653,2026-04-27,2622,Web,Móvil,Cancelación de servicio,Pendiente,16,38.63,7
654,2026-04-09,4853,WhatsApp,TV,Problema técnico,En proceso,68,97.06,7
655,2026-03-15,1105,App,TV,Producto incorrecto,En proceso,65,142.06,6
656,2026-01-22,4611,WhatsApp,TV,Producto defectuoso,En proceso,60,106.76,9
657,2026-02-11,3103,WhatsApp,Paquete Triple,Cancelación de servicio,Resuelto,22,89.65,6
658,2026-01-27,3804,Call Center,Móvil,Cancelación de servicio,Resuelto,98,116.83,5
659,2026-01-06,2857,Oficina,Telefonía,Problema técnico,Pendiente,64,39.75,10
660,2026-03-01,2300,WhatsApp,Móvil,Producto defectuoso,En proceso,84,102.85,5
661,2026-04-26,3038,Web,TV,Cancelación de servicio,Pendiente,38,54.35,10
662,2026-04-17,4514,Oficina,Telefonía,Problema técnico,Resuelto,109,192.05,4
663,2026-01-18,4994,WhatsApp,TV,Problema técnico,En proceso,5,180.82,10
664,2026-04-16,4264,WhatsApp,TV,Entrega tardía,En proceso,23,119.29,6
665,2026-01-16,2205,Web,Móvil,Entrega tardía,En proceso,96,115.63,1
666,2026-01-10,1967,Oficina,Telefonía,Error de facturación,Pendiente,63,119.57,2
667,2026-04-09,3265,Web,Paquete Triple,Cancelación de servicio,Resuelto,48,75.26,1
668,2026-01-08,3364,Oficina,Paquete Triple,Error de facturación,Resuelto,19,103.76,9
669,2026-02-13,2325,WhatsApp,Internet,Error de facturación,Pendiente,24,31.92,10
670,2026-03-13,3420,WhatsApp,Telefonía,Producto defectuoso,Resuelto,96,167.0,1
671,2026-04-30,3651,Web,Paquete Triple,Error de facturación,Resuelto,66,186.63,1
672,2026-02-07,3189,Oficina,Paquete Triple,Cancelación de servicio,En proceso,12,87.71,6
673,2026-01-12,2112,Web,TV,Producto defectuoso,Resuelto,34,62.77,0
674,2026-01-04,1471,App,Internet,Producto defectuoso,Pendiente,106,172.26,7
675,2026-03-14,1791,WhatsApp,TV,Producto defectuoso,En proceso,45,153.56,4
676,2026-04-26,4386,Oficina,Internet,Producto incorrecto,Resuelto,23,183.14,6
677,2026-01-25,3840,Oficina,Telefonía,Producto incorrecto,Resuelto,6,11.44,4
678,2026-01-17,4095,Call Center,Internet,Error de facturación,Pendiente,74,11.79,7
679,2026-02-02,1628,Oficina,Telefonía,Producto defectuoso,Pendiente,48,62.44,4
680,2026-04-28,3410,App,TV,Cancelación de servicio,En proceso,111,108.68,2
681,2026-03-29,3559,WhatsApp,Paquete Triple,Cancelación de servicio,Resuelto,103,179.21,4
682,2026-02-05,1847,Call Center,Telefonía,Producto incorrecto,Resuelto,120,50.02,5
683,2026-03-12,4880,Call Center,Telefonía,Problema técnico,Resuelto,118,140.45,4
684,2026-04-20,1180,App,Internet,Producto incorrecto,Resuelto,103,170.85,8
685,2026-04-01,1714,App,TV,Producto defectuoso,En proceso,10,187.1,7
686,2026-01-22,4915,Oficina,Móvil,Entrega tardía,Resuelto,24,57.9,4
687,2026-04-16,1315,Web,Móvil,Error de facturación,Pendiente,71,132.32,5
688,2026-02-24,1846,Web,Móvil,Problema técnico,Resuelto,23,76.37,4
689,2026-03-26,1200,App,Paquete Triple,Producto incorrecto,Pendiente,45,51.27,7
690,2026-03-29,3694,Call Center,Paquete Triple,Producto defectuoso,Pendiente,32,135.78,7
691,2026-04-05,1740,Web,Móvil,Entrega tardía,Resuelto,112,82.46,0
692,2026-03-17,2452,App,TV,Entrega tardía,Resuelto,40,109.77,3
693,2026-02-25,1222,Web,Paquete Triple,Producto defectuoso,En proceso,13,149.99,0
694,2026-04-08,3757,WhatsApp,TV,Cancelación de servicio,Resuelto,24,159.61,6
695,2026-04-30,3072,Oficina,Telefonía,Error de facturación,Pendiente,29,189.05,4
696,2026-01-05,4855,Oficina,Telefonía,Entrega tardía,Resuelto,104,141.27,5
697,2026-02-09,1447,Call Center,Internet,Entrega tardía,Resuelto,84,61.06,3
698,2026-03-24,1587,Oficina,Telefonía,Cancelación de servicio,En proceso,30,48.89,7
699,2026-01-14,3969,Oficina,Telefonía,Producto defectuoso,Pendiente,27,171.6,10
700,2026-03-17,4140,Oficina,Internet,Error de facturación,Pendiente,93,57.3,2
701,2026-02-28,4625,Oficina,Internet,Producto defectuoso,En proceso,47,82.99,9
702,2026-01-22,4850,Call Center,Internet,Entrega tardía,En proceso,6,52.0,4
703,2026-01-25,2010,Oficina,TV,Entrega tardía,En proceso,95,139.31,6
704,2026-03-06,3704,App,Paquete Triple,Error de facturación,Resuelto,86,42.89,5
705,2026-03-03,2863,Oficina,Paquete Triple,Problema técnico,Resuelto,97,63.18,6
706,2026-01-23,2823,Web,TV,Producto defectuoso,Pendiente,90,25.0,9
707,2026-02-09,2600,WhatsApp,Internet,Producto incorrecto,Pendiente,62,182.83,1
708,2026-02-07,3626,Call Center,Telefonía,Entrega tardía,Resuelto,41,45.95,4
709,2026-03-22,3566,App,Paquete Triple,Producto incorrecto,Pendiente,55,162.25,10
710,2026-03-06,2753,Call Center,TV,Error de facturación,Pendiente,70,199.31,10
711,2026-01-03,2984,Oficina,Paquete Triple,Producto defectuoso,Pendiente,59,104.87,4
712,2026-01-31,1638,WhatsApp,Móvil,Problema técnico,Pendiente,12,135.27,7
713,2026-04-10,2177,Oficina,Móvil,Entrega tardía,En proceso,59,79.43,4
714,2026-03-09,2619,Web,Móvil,Error de facturación,Pendiente,104,10.93,5
715,2026-03-13,2147,Oficina,Paquete Triple,Entrega tardía,En proceso,59,27.48,5
716,2026-01-26,1494,Oficina,Móvil,Producto defectuoso,Resuelto,96,93.75,2
717,2026-02-06,2543,Oficina,Paquete Triple,Problema técnico,En proceso,92,136.91,7
718,2026-02-04,1693,WhatsApp,TV,Entrega tardía,En proceso,67,134.84,1
719,2026-03-21,4512,Web,Móvil,Cancelación de servicio,Pendiente,62,97.91,10
720,2026-04-30,2853,Web,Móvil,Producto defectuoso,En proceso,99,5.1,9
721,2026-01-25,1890,App,Móvil,Producto defectuoso,Resuelto,110,194.88,7
722,2026-03-07,1029,App,TV,Producto defectuoso,En proceso,1,197.01,9
723,2026-01-06,1498,App,Telefonía,Problema técnico,Resuelto,103,182.65,5
724,2026-01-12,3495,App,Móvil,Problema técnico,Pendiente,26,159.77,0
725,2026-01-08,3599,WhatsApp,Móvil,Problema técnico,Resuelto,83,118.58,8
726,2026-03-17,1733,WhatsApp,TV,Error de facturación,Pendiente,98,27.23,8
727,2026-03-03,2346,WhatsApp,Telefonía,Problema técnico,Resuelto,86,177.2,1
728,2026-03-27,4046,Oficina,Telefonía,Cancelación de servicio,Resuelto,105,176.15,3
729,2026-03-01,4692,Oficina,Paquete Triple,Problema técnico,Pendiente,73,102.55,9
730,2026-01-23,2230,App,Internet,Producto defectuoso,Pendiente,109,188.58,4
731,2026-02-15,3119,Oficina,Internet,Problema técnico,Resuelto,81,58.67,1
732,2026-04-09,2853,Web,TV,Problema técnico,Pendiente,70,124.71,1
733,2026-04-20,3436,Call Center,Telefonía,Error de facturación,En proceso,107,182.66,9
734,2026-04-19,4212,Call Center,TV,Producto defectuoso,Resuelto,50,71.03,0
735,2026-04-01,1461,Web,Internet,Problema técnico,Resuelto,66,174.37,0
736,2026-04-03,2615,WhatsApp,TV,Producto incorrecto,Resuelto,63,187.45,8
737,2026-03-18,4423,Web,Paquete Triple,Producto defectuoso,Resuelto,35,195.56,7
738,2026-04-22,1061,WhatsApp,Móvil,Producto incorrecto,En proceso,107,147.48,7
739,2026-01-08,1832,App,Paquete Triple,Entrega tardía,En proceso,105,61.26,3
740,2026-03-06,3900,Oficina,TV,Producto defectuoso,Resuelto,41,165.92,8
741,2026-03-02,3404,Oficina,Paquete Triple,Producto incorrecto,Pendiente,76,67.37,9
742,2026-04-07,4930,App,TV,Error de facturación,Resuelto,36,16.19,7
743,2026-02-26,2296,Call Center,Paquete Triple,Producto incorrecto,Pendiente,73,12.18,10
744,2026-03-25,2561,Web,Telefonía,Producto incorrecto,En proceso,13,53.02,9
745,2026-01-25,3921,WhatsApp,Paquete Triple,Producto defectuoso,Resuelto,61,22.53,5
746,2026-04-25,2261,Web,Internet,Producto defectuoso,Pendiente,44,65.07,10
747,2026-03-29,3013,App,Telefonía,Error de facturación,Resuelto,21,170.53,10
748,2026-01-21,3614,App,Internet,Entrega tardía,En proceso,93,160.32,1
749,2026-02-08,3620,Web,TV,Problema técnico,Pendiente,14,192.38,3
750,2026-03-10,4191,App,Internet,Cancelación de servicio,En proceso,50,123.92,8
751,2026-02-14,1712,Oficina,Móvil,Problema técnico,Pendiente,71,148.14,9
752,2026-02-18,2721,Call Center,Internet,Entrega tardía,Pendiente,18,187.3,0
753,2026-02-17,3783,WhatsApp,Internet,Error de facturación,Resuelto,20,195.97,4
754,2026-03-27,1342,Call Center,TV,Producto defectuoso,En proceso,42,89.27,6
755,2026-03-04,2367,WhatsApp,Internet,Producto defectuoso,Resuelto,14,106.06,1
756,2026-01-17,3183,Call Center,Telefonía,Problema técnico,En proceso,27,45.7,1
757,2026-04-05,2319,Call Center,Telefonía,Cancelación de servicio,Pendiente,88,138.0,4
758,2026-02-23,1199,Web,Móvil,Problema técnico,Pendiente,70,106.01,2
759,2026-03-07,1984,Call Center,TV,Error de facturación,Resuelto,100,131.45,6
760,2026-04-10,4463,App,TV,Producto defectuoso,Resuelto,6,198.25,2
761,2026-01-01,3393,Call Center,Paquete Triple,Error de facturación,Pendiente,54,3.69,1
762,2026-03-25,4612,Web,Paquete Triple,Producto defectuoso,Pendiente,66,109.05,3
763,2026-05-01,4357,Call Center,Móvil,Entrega tardía,En proceso,6,67.58,5
764,2026-04-14,3167,Call Center,TV,Entrega tardía,Resuelto,105,120.56,9
765,2026-03-10,1342,Oficina,Paquete Triple,Error de facturación,Pendiente,43,19.99,10
766,2026-03-01,4878,Oficina,Telefonía,Entrega tardía,En proceso,105,94.69,9
767,2026-01-08,1431,App,Telefonía,Entrega tardía,Pendiente,103,68.02,2
768,2026-01-08,2925,WhatsApp,Telefonía,Cancelación de servicio,En proceso,8,146.24,6
769,2026-01-25,1884,Oficina,Paquete Triple,Producto defectuoso,Pendiente,75,169.88,1
770,2026-02-02,2212,Web,Internet,Cancelación de servicio,En proceso,72,182.94,10
771,2026-04-07,3535,Oficina,Telefonía,Producto defectuoso,Resuelto,107,169.85,8
772,2026-03-05,2618,App,TV,Producto incorrecto,En proceso,29,62.44,6
773,2026-03-26,3328,App,Paquete Triple,Entrega tardía,Pendiente,21,195.63,9
774,2026-01-02,1498,Web,Telefonía,Producto defectuoso,Pendiente,31,167.25,1
775,2026-02-27,2525,WhatsApp,Telefonía,Cancelación de servicio,Pendiente,27,197.34,6
776,2026-04-25,4676,Oficina,Internet,Problema técnico,En proceso,63,162.54,1
777,2026-02-09,2370,Call Center,TV,Cancelación de servicio,Resuelto,11,101.93,10
778,2026-01-07,1231,Oficina,TV,Cancelación de servicio,Resuelto,81,18.08,10
779,2026-01-19,3201,Web,TV,Problema técnico,Resuelto,100,37.67,10
780,2026-01-17,1659,Oficina,Paquete Triple,Error de facturación,Resuelto,14,94.11,5
781,2026-02-23,2917,Oficina,Móvil,Entrega tardía,En proceso,109,7.02,5
782,2026-02-12,1921,Web,Telefonía,Error de facturación,Pendiente,86,88.26,4
783,2026-03-22,3503,Oficina,Paquete Triple,Error de facturación,En proceso,111,188.77,9
784,2026-02-12,2086,Call Center,Telefonía,Entrega tardía,En proceso,20,151.55,9
785,2026-02-20,2741,WhatsApp,Internet,Problema técnico,En proceso,71,64.41,5
786,2026-01-25,1627,WhatsApp,Internet,Producto incorrecto,En proceso,22,11.41,3
787,2026-01-11,2624,WhatsApp,TV,Cancelación de servicio,En proceso,93,59.66,6
788,2026-04-21,3050,Oficina,Móvil,Entrega tardía,Pendiente,23,162.13,9
789,2026-01-27,2052,Oficina,Telefonía,Producto defectuoso,Pendiente,22,29.4,4
790,2026-01-17,2874,WhatsApp,Móvil,Cancelación de servicio,Pendiente,28,88.66,8
791,2026-03-02,2660,Web,Móvil,Problema técnico,Pendiente,14,19.83,3
792,2026-03-11,1171,Call Center,Móvil,Problema técnico,Resuelto,104,82.65,6
793,2026-02-06,3074,App,Internet,Cancelación de servicio,En proceso,19,119.31,3
794,2026-02-16,4208,Web,Internet,Producto incorrecto,En proceso,70,0.54,3
795,2026-02-05,3250,Oficina,Telefonía,Producto defectuoso,En proceso,114,92.71,8
796,2026-02-28,3237,Oficina,Telefonía,Cancelación de servicio,Resuelto,29,19.21,10
797,2026-04-29,4812,WhatsApp,Móvil,Error de facturación,Resuelto,88,190.87,8
798,2026-04-25,1646,Web,TV,Entrega tardía,En proceso,115,190.51,8
799,2026-01-29,3045,App,TV,Producto incorrecto,En proceso,76,161.29,1
800,2026-04-28,1752,App,Paquete Triple,Producto incorrecto,En proceso,61,95.04,6
801,2026-02-18,2376,Call Center,Paquete Triple,Producto defectuoso,Resuelto,5,182.29,4
802,2026-04-17,4624,WhatsApp,TV,Problema técnico,Resuelto,23,38.36,5
803,2026-01-13,1921,Call Center,Paquete Triple,Entrega tardía,Resuelto,49,28.97,5
804,2026-02-19,1446,WhatsApp,TV,Producto defectuoso,Resuelto,63,164.36,9
805,2026-03-16,4625,Call Center,Paquete Triple,Producto defectuoso,Resuelto,93,47.71,4
806,2026-01-14,2687,Oficina,Móvil,Producto incorrecto,Pendiente,8,182.01,9
807,2026-02-08,2099,WhatsApp,Internet,Producto incorrecto,Resuelto,12,149.76,6
808,2026-02-22,1956,WhatsApp,Móvil,Producto incorrecto,Pendiente,120,112.69,0
809,2026-04-08,2812,App,Móvil,Entrega tardía,En proceso,100,97.81,4
810,2026-01-06,3256,App,Internet,Cancelación de servicio,Pendiente,67,13.93,3
811,2026-02-13,1827,Web,Internet,Cancelación de servicio,En proceso,91,107.21,3
812,2026-03-05,1487,WhatsApp,TV,Error de facturación,Resuelto,89,61.11,10
813,2026-03-18,1834,Web,TV,Error de facturación,Pendiente,80,161.66,10
814,2026-05-01,1285,Call Center,Telefonía,Producto incorrecto,Resuelto,89,46.26,10
815,2026-04-24,2134,Oficina,Paquete Triple,Entrega tardía,Resuelto,26,149.47,5
816,2026-04-06,1945,WhatsApp,Telefonía,Problema técnico,En proceso,67,106.4,9
817,2026-02-23,4785,App,Telefonía,Producto incorrecto,En proceso,60,110.84,9
818,2026-04-14,2785,Web,Telefonía,Problema técnico,Resuelto,86,120.44,4
819,2026-01-01,1583,Web,TV,Cancelación de servicio,Resuelto,34,18.11,0
820,2026-03-05,4605,App,Telefonía,Problema técnico,Resuelto,114,99.75,9
821,2026-02-20,4213,App,Paquete Triple,Producto incorrecto,En proceso,105,49.22,8
822,2026-02-12,3376,Web,Telefonía,Cancelación de servicio,Resuelto,66,191.52,5
823,2026-02-28,3214,WhatsApp,TV,Problema técnico,Resuelto,99,86.57,7
824,2026-03-08,1536,Call Center,Paquete Triple,Producto incorrecto,Pendiente,71,145.72,3
825,2026-02-16,2663,App,Telefonía,Error de facturación,Pendiente,40,14.58,8
826,2026-02-05,3125,Call Center,Paquete Triple,Entrega tardía,Resuelto,6,44.04,2
827,2026-04-14,1151,WhatsApp,Telefonía,Cancelación de servicio,En proceso,24,3.48,9
828,2026-01-04,4812,Call Center,Internet,Producto defectuoso,Resuelto,32,158.52,4
829,2026-04-01,3410,Call Center,Móvil,Problema técnico,Resuelto,106,196.11,1
830,2026-01-06,2294,Call Center,Internet,Producto incorrecto,En proceso,86,60.29,8
831,2026-01-26,1895,Call Center,Telefonía,Error de facturación,Resuelto,77,93.79,0
832,2026-04-22,3700,WhatsApp,TV,Entrega tardía,Resuelto,33,162.6,0
833,2026-04-22,3235,Oficina,TV,Entrega tardía,Pendiente,64,48.09,6
834,2026-04-22,4830,Web,Paquete Triple,Cancelación de servicio,Pendiente,17,199.71,3
835,2026-04-27,1994,Oficina,Telefonía,Producto incorrecto,Pendiente,59,21.41,4
836,2026-04-03,4505,WhatsApp,Paquete Triple,Problema técnico,Pendiente,3,160.61,8
837,2026-01-28,1462,Web,Internet,Error de facturación,Resuelto,78,54.73,5
838,2026-02-07,1838,Oficina,TV,Error de facturación,En proceso,93,80.84,8
839,2026-03-03,1396,WhatsApp,Telefonía,Entrega tardía,En proceso,98,68.36,5
840,2026-03-11,1716,Call Center,Internet,Cancelación de servicio,Pendiente,34,52.57,8
841,2026-03-14,3478,Oficina,Internet,Producto incorrecto,En proceso,14,12.12,9
842,2026-02-01,4710,Web,TV,Error de facturación,En proceso,86,42.77,1
843,2026-02-03,3924,Web,Internet,Entrega tardía,En proceso,73,155.54,9
844,2026-03-07,1043,Call Center,Paquete Triple,Entrega tardía,En proceso,36,17.72,7
845,2026-04-28,2737,Web,Paquete Triple,Entrega tardía,Resuelto,116,159.07,6
846,2026-02-10,4877,Oficina,Telefonía,Error de facturación,Resuelto,76,9.39,7
847,2026-04-29,2328,Web,Internet,Entrega tardía,Pendiente,1,56.58,6
848,2026-03-15,4288,Call Center,Telefonía,Problema técnico,Resuelto,29,126.57,6
849,2026-04-28,2301,Call Center,Paquete Triple,Cancelación de servicio,Pendiente,17,36.27,1
850,2026-02-22,3982,Oficina,Internet,Producto incorrecto,En proceso,107,63.61,7
851,2026-03-23,3809,WhatsApp,Móvil,Producto defectuoso,Resuelto,57,25.88,1
852,2026-04-18,4468,Oficina,Internet,Cancelación de servicio,Pendiente,38,158.13,3
853,2026-04-03,1203,Call Center,Internet,Cancelación de servicio,En proceso,90,162.29,1
854,2026-01-03,2301,WhatsApp,Telefonía,Error de facturación,Pendiente,44,21.67,3
855,2026-04-28,2753,Oficina,Telefonía,Producto defectuoso,Pendiente,79,36.74,1
856,2026-01-31,3346,Oficina,Móvil,Problema técnico,Pendiente,34,155.33,9
857,2026-03-26,3095,App,Paquete Triple,Error de facturación,Pendiente,18,172.78,2
858,2026-04-30,2341,WhatsApp,Telefonía,Producto incorrecto,Resuelto,110,116.7,6
859,2026-02-24,2812,Call Center,Telefonía,Producto defectuoso,En proceso,50,193.69,0
860,2026-04-11,3268,App,TV,Producto defectuoso,Pendiente,98,149.38,2
861,2026-02-13,4855,WhatsApp,Móvil,Problema técnico,Resuelto,27,50.3,4
862,2026-04-09,1426,Oficina,TV,Producto defectuoso,Resuelto,26,143.63,5
863,2026-02-17,3058,Web,Internet,Entrega tardía,En proceso,59,183.57,2
864,2026-02-26,1332,Web,Internet,Producto incorrecto,Resuelto,77,83.97,7
865,2026-03-19,1132,Oficina,TV,Problema técnico,Resuelto,56,35.86,5
866,2026-01-10,3407,App,Internet,Problema técnico,Resuelto,93,67.58,8
867,2026-02-19,1730,Oficina,Paquete Triple,Entrega tardía,Pendiente,113,136.14,2
868,2026-01-03,1003,Oficina,Paquete Triple,Producto defectuoso,En proceso,10,132.9,0
869,2026-01-03,3024,Web,Paquete Triple,Cancelación de servicio,Pendiente,62,59.36,7
870,2026-01-05,4807,WhatsApp,Internet,Producto defectuoso,Resuelto,1,104.85,10
871,2026-01-03,3742,WhatsApp,Telefonía,Problema técnico,Pendiente,91,64.8,1
872,2026-04-29,4876,Oficina,Telefonía,Producto incorrecto,Resuelto,90,29.16,8
873,2026-01-16,2061,App,Móvil,Error de facturación,Resuelto,6,78.69,1
874,2026-02-09,1016,App,Internet,Problema técnico,Pendiente,12,190.83,8
875,2026-02-18,3745,Call Center,Internet,Problema técnico,En proceso,15,99.84,8
876,2026-02-11,1636,Call Center,Internet,Producto incorrecto,Resuelto,18,121.68,5
877,2026-02-02,2085,WhatsApp,TV,Error de facturación,Pendiente,4,24.95,1
878,2026-05-01,1432,App,Paquete Triple,Cancelación de servicio,Pendiente,44,124.16,10
879,2026-04-17,4036,Oficina,Internet,Error de facturación,En proceso,26,169.05,7
880,2026-01-09,4427,WhatsApp,TV,Error de facturación,Resuelto,37,110.84,6
881,2026-01-01,3425,Web,Móvil,Entrega tardía,Resuelto,84,13.72,10
882,2026-01-01,2300,App,Paquete Triple,Error de facturación,En proceso,43,138.97,10
883,2026-03-10,1565,Web,Internet,Producto incorrecto,Resuelto,96,10.18,8
884,2026-02-16,1940,WhatsApp,Móvil,Producto incorrecto,En proceso,59,90.94,5
885,2026-04-14,1957,Call Center,Telefonía,Problema técnico,En proceso,84,47.51,9
886,2026-03-03,4035,App,Internet,Cancelación de servicio,Pendiente,39,176.89,5
887,2026-04-22,4623,WhatsApp,TV,Problema técnico,Pendiente,61,77.07,4
888,2026-02-28,2204,App,Telefonía,Problema técnico,En proceso,52,3.68,10
889,2026-02-02,3141,WhatsApp,Telefonía,Producto incorrecto,En proceso,114,128.97,5
890,2026-01-18,1178,Web,TV,Problema técnico,Resuelto,21,93.16,3
891,2026-03-04,3605,WhatsApp,Paquete Triple,Cancelación de servicio,Resuelto,46,123.47,6
892,2026-04-26,2461,Web,Telefonía,Entrega tardía,Resuelto,39,177.8,6
893,2026-04-01,4499,WhatsApp,TV,Entrega tardía,Resuelto,7,139.88,10
894,2026-01-15,4081,Web,TV,Producto defectuoso,Resuelto,22,185.93,9
895,2026-04-24,2700,Oficina,Paquete Triple,Producto incorrecto,Pendiente,106,70.3,0
896,2026-03-19,4678,App,Internet,Producto defectuoso,En proceso,5,130.79,4
897,2026-03-11,2552,Oficina,Paquete Triple,Entrega tardía,Resuelto,25,7.38,8
898,2026-04-10,2582,Oficina,TV,Producto incorrecto,En proceso,4,90.53,4
899,2026-04-16,4828,Oficina,Internet,Producto incorrecto,Resuelto,100,46.22,10
900,2026-03-22,2340,WhatsApp,Internet,Producto defectuoso,Pendiente,113,77.5,6
901,2026-03-29,1259,App,TV,Error de facturación,Pendiente,68,183.76,3
902,2026-03-20,3027,WhatsApp,Móvil,Error de facturación,Resuelto,28,110.86,2
903,2026-02-26,3401,App,TV,Cancelación de servicio,En proceso,84,135.02,6
904,2026-03-31,2429,Web,TV,Problema técnico,Pendiente,100,75.81,1
905,2026-03-23,3148,Web,Paquete Triple,Cancelación de servicio,En proceso,89,157.4,2
906,2026-04-26,1804,Call Center,Telefonía,Cancelación de servicio,Pendiente,67,141.39,10
907,2026-04-04,3501,App,TV,Cancelación de servicio,En proceso,20,43.01,0
908,2026-03-03,4180,Call Center,Internet,Producto defectuoso,En proceso,62,198.66,9
909,2026-02-15,3950,Web,Telefonía,Error de facturación,En proceso,112,173.88,3
910,2026-04-18,1631,WhatsApp,Móvil,Error de facturación,En proceso,19,92.89,10
911,2026-01-26,1966,Call Center,TV,Producto defectuoso,Resuelto,86,133.03,1
912,2026-01-04,1325,WhatsApp,Paquete Triple,Producto incorrecto,Pendiente,54,46.03,8
913,2026-01-04,3468,App,Paquete Triple,Producto incorrecto,En proceso,110,41.94,2
914,2026-03-17,3867,Oficina,Telefonía,Producto incorrecto,Pendiente,114,190.4,2
915,2026-02-28,3800,Oficina,Móvil,Error de facturación,Resuelto,29,94.71,10
916,2026-01-01,3162,Web,Móvil,Producto defectuoso,En proceso,65,103.04,10
917,2026-02-11,3816,App,Móvil,Producto defectuoso,Pendiente,119,1.34,5
918,2026-01-04,3895,Web,TV,Cancelación de servicio,En proceso,85,80.79,0
919,2026-01-24,2471,Call Center,Telefonía,Producto incorrecto,En proceso,56,142.45,9
920,2026-01-02,1605,App,TV,Entrega tardía,Resuelto,50,13.89,6
921,2026-04-27,3911,App,Telefonía,Producto defectuoso,Resuelto,19,63.43,7
922,2026-03-13,3458,App,Telefonía,Error de facturación,Resuelto,56,44.53,3
923,2026-04-01,1528,Oficina,TV,Entrega tardía,Pendiente,7,103.13,5
924,2026-02-07,2134,App,Móvil,Error de facturación,En proceso,34,9.62,8
925,2026-04-01,4162,Oficina,Móvil,Producto defectuoso,Resuelto,37,80.01,6
926,2026-02-14,2442,Oficina,Móvil,Producto defectuoso,Resuelto,52,190.36,3
927,2026-03-05,4884,Call Center,Paquete Triple,Problema técnico,En proceso,24,68.35,8
928,2026-03-29,4958,App,Telefonía,Producto incorrecto,Resuelto,17,0.94,8
929,2026-04-04,3499,WhatsApp,Telefonía,Producto incorrecto,En proceso,7,97.89,7
930,2026-03-30,3551,App,Móvil,Problema técnico,Pendiente,40,85.21,0
931,2026-04-10,3352,App,Telefonía,Error de facturación,En proceso,42,18.34,6
932,2026-03-13,3265,Oficina,Paquete Triple,Entrega tardía,Resuelto,3,7.21,4
933,2026-02-03,2933,Web,Telefonía,Problema técnico,Pendiente,57,76.03,8
934,2026-01-24,4337,App,TV,Error de facturación,Pendiente,23,34.66,4
935,2026-02-22,2878,App,Paquete Triple,Entrega tardía,Resuelto,45,3.12,5
936,2026-01-13,2703,WhatsApp,Internet,Cancelación de servicio,Pendiente,5,133.13,10
937,2026-03-20,4886,Call Center,Paquete Triple,Producto incorrecto,En proceso,39,94.74,4
938,2026-04-20,2407,WhatsApp,Telefonía,Problema técnico,Resuelto,79,77.46,10
939,2026-03-13,3946,WhatsApp,Móvil,Problema técnico,Pendiente,45,109.52,4
940,2026-01-08,3066,Call Center,Internet,Error de facturación,Resuelto,66,30.87,2
941,2026-01-23,4165,Oficina,TV,Error de facturación,Resuelto,99,193.03,3
942,2026-03-05,4506,Web,Paquete Triple,Entrega tardía,Resuelto,51,12.67,2
943,2026-03-16,1436,App,Internet,Entrega tardía,En proceso,73,28.65,3
944,2026-03-01,1956,Call Center,Internet,Entrega tardía,Pendiente,103,163.35,3
945,2026-04-22,4063,WhatsApp,Telefonía,Problema técnico,En proceso,75,79.85,1
946,2026-04-21,4334,App,Internet,Problema técnico,Pendiente,19,197.69,10
947,2026-01-02,4900,WhatsApp,Móvil,Problema técnico,Resuelto,36,143.22,6
948,2026-04-20,1338,WhatsApp,Telefonía,Problema técnico,En proceso,100,133.76,1
949,2026-04-19,1013,Web,Paquete Triple,Error de facturación,Resuelto,24,129.81,6
950,2026-04-30,2309,App,Paquete Triple,Producto incorrecto,En proceso,9,43.52,9
951,2026-03-07,2436,App,Paquete Triple,Producto incorrecto,Pendiente,87,84.2,6
952,2026-02-12,1284,Call Center,Móvil,Cancelación de servicio,Resuelto,100,183.31,1
953,2026-02-24,4032,WhatsApp,Paquete Triple,Problema técnico,En proceso,10,90.71,8
954,2026-01-23,1723,Web,Telefonía,Error de facturación,Pendiente,11,90.74,6
955,2026-04-12,1910,Web,Paquete Triple,Cancelación de servicio,Resuelto,76,89.88,4
956,2026-03-10,4129,Web,Paquete Triple,Error de facturación,En proceso,8,48.12,10
957,2026-02-27,4503,Web,TV,Error de facturación,En proceso,57,143.67,2
958,2026-02-27,3710,Oficina,Paquete Triple,Problema técnico,Pendiente,2,70.48,8
